reference image,compress image,ref img shape,ref image size,cps stream size,compress ratio,psnr,ssim
kodim01.png,kodim01-b2018-gdn-192-1.png,"(512, 768, 3)",1152,8,144.0,24.45538758273061,0.761101
kodim01.png,kodim01-b2018-gdn-192-2.png,"(512, 768, 3)",1152,21,54.857142857142854,27.303820514354076,0.8724601
kodim01.png,kodim01-b2018-gdn-192-3.png,"(512, 768, 3)",1152,53,21.735849056603772,31.34587433961558,0.95117897
kodim01.png,kodim01-b2018-gdn-192-4.png,"(512, 768, 3)",1152,98,11.755102040816327,35.04649228466501,0.9802546
kodim02.png,kodim02-b2018-gdn-192-1.png,"(512, 768, 3)",1152,4,288.0,28.649234982047304,0.97492737
kodim02.png,kodim02-b2018-gdn-192-2.png,"(512, 768, 3)",1152,11,104.72727272727273,31.103421812973355,0.9859307
kodim02.png,kodim02-b2018-gdn-192-3.png,"(512, 768, 3)",1152,27,42.666666666666664,34.21527252222902,0.9932044
kodim02.png,kodim02-b2018-gdn-192-4.png,"(512, 768, 3)",1152,59,19.52542372881356,37.820250718131916,0.99697673
kodim03.png,kodim03-b2018-gdn-192-1.png,"(512, 768, 3)",1152,4,288.0,29.646168585293786,0.9259859
kodim03.png,kodim03-b2018-gdn-192-2.png,"(512, 768, 3)",1152,9,128.0,32.68718327778285,0.96340114
kodim03.png,kodim03-b2018-gdn-192-3.png,"(512, 768, 3)",1152,22,52.36363636363637,36.36785789242351,0.9818986
kodim03.png,kodim03-b2018-gdn-192-4.png,"(512, 768, 3)",1152,44,26.181818181818183,39.85160726268725,0.99078983
kodim04.png,kodim04-b2018-gdn-192-1.png,"(768, 512, 3)",1152,4,288.0,28.37930335682682,0.9473776
kodim04.png,kodim04-b2018-gdn-192-2.png,"(768, 512, 3)",1152,11,104.72727272727273,31.13133603969048,0.9690967
kodim04.png,kodim04-b2018-gdn-192-3.png,"(768, 512, 3)",1152,27,42.666666666666664,34.562690326924404,0.98397183
kodim04.png,kodim04-b2018-gdn-192-4.png,"(768, 512, 3)",1152,58,19.862068965517242,37.99729412145828,0.99222255
kodim05.png,kodim05-b2018-gdn-192-1.png,"(512, 768, 3)",1152,9,128.0,23.389482075785125,0.7606483
kodim05.png,kodim05-b2018-gdn-192-2.png,"(512, 768, 3)",1152,24,48.0,27.07570643872863,0.8904262
kodim05.png,kodim05-b2018-gdn-192-3.png,"(512, 768, 3)",1152,54,21.333333333333332,31.573980035599117,0.95925426
kodim05.png,kodim05-b2018-gdn-192-4.png,"(512, 768, 3)",1152,94,12.25531914893617,35.250490676034936,0.9836517
kodim06.png,kodim06-b2018-gdn-192-1.png,"(512, 768, 3)",1152,6,192.0,25.101221423845242,0.81260854
kodim06.png,kodim06-b2018-gdn-192-2.png,"(512, 768, 3)",1152,17,67.76470588235294,28.20148329443485,0.8943547
kodim06.png,kodim06-b2018-gdn-192-3.png,"(512, 768, 3)",1152,41,28.097560975609756,32.39723031997319,0.95816445
kodim06.png,kodim06-b2018-gdn-192-4.png,"(512, 768, 3)",1152,78,14.76923076923077,36.24449842518719,0.98394436
kodim07.png,kodim07-b2018-gdn-192-1.png,"(512, 768, 3)",1152,5,230.4,28.162606514153318,0.9064932
kodim07.png,kodim07-b2018-gdn-192-2.png,"(512, 768, 3)",1152,12,96.0,31.728259855342852,0.9620323
kodim07.png,kodim07-b2018-gdn-192-3.png,"(512, 768, 3)",1152,27,42.666666666666664,35.78738248088267,0.9835258
kodim07.png,kodim07-b2018-gdn-192-4.png,"(512, 768, 3)",1152,50,23.04,39.50113201849773,0.991907
kodim08.png,kodim08-b2018-gdn-192-1.png,"(512, 768, 3)",1152,10,115.2,22.504010259508007,0.7486278
kodim08.png,kodim08-b2018-gdn-192-2.png,"(512, 768, 3)",1152,26,44.30769230769231,26.14298347195062,0.873325
